array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
256155_at	oligonucleotide	Arabidopsis thaliana	no	AT3G08500	MYB83 (myb domain protein 83); DNA binding / transcription factor	3	2576963	2577497
256156_at	oligonucleotide	Arabidopsis thaliana	no	AT3G08510	ATPLC2 (PHOSPHOLIPASE C 2); phospholipase C	3	2582644	2583538
256157_at	oligonucleotide	Arabidopsis thaliana	no	AT1G13580	LAG13 (LAG1 LONGEVITY ASSURANCE HOMOLOG 3)	1	4645214	4645801
256158_at	oligonucleotide	Arabidopsis thaliana	no	AT1G13590	ATPSK1 (PHYTOSULFOKINE 1 PRECURSOR); growth factor	1	4648039	4648611
256159_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30135	JAZ8 (JASMONATE-ZIM-DOMAIN PROTEIN 8)	1	10596534	10597095
256160_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30120	PDH-E1 BETA (PYRUVATE DEHYDROGENASE E1 BETA); pyruvate dehydrogenase (acetyl-transferring)	1	10584372	10584927
256161_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30090	kelch repeat-containing F-box family protein	1	10559779	10560284
256162_at	oligonucleotide	Arabidopsis thaliana	no	AT1G55390	DC1 domain-containing protein	1	20681026	20681553
256163_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48820	terpene synthase/cyclase family protein	1	18058755	18059349
256164_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48800	terpene synthase/cyclase family protein	1	18052197	18052966
256165_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48780	unknown protein	1	18042146	18042695
256166_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36920	unknown protein	1	13983681	13985238
256167_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36830	transposable element gene	1	13954936	13955407
256168_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51805	leucine-rich repeat protein kinase, putative	1	19221193	19221892
256169_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51800	leucine-rich repeat protein kinase, putative	1	19217152	19217798
256170_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51790	kinase	1	19206858	19207515
256171_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51750;AT3G14517	[AT1G51750, transposable element gene];[AT3G14517, transposable element gene]	[AT1G51750, 1];[AT3G14517, 3]	[AT1G51750, 19196601];[AT3G14517, 4870284]	[AT1G51750, 19196722];[AT3G14517, 4870405]
256173_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51730	RWD domain-containing protein	1	19186848	19188105
256174_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51720	glutamate dehydrogenase, putative	1	19185128	19186286
256175_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51670	unknown protein	1	19157870	19158502
256176_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51640	ATEXO70G2 (exocyst subunit EXO70 family protein G2); protein binding	1	19149874	19150454
256177_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51620	protein kinase family protein	1	19141032	19141560
256178_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51760;AT1G51780	[AT1G51760, IAR3 (IAA-ALANINE RESISTANT 3); IAA-Ala conjugate hydrolase/ metallopeptidase];[AT1G51780, ILL5; IAA-amino acid conjugate hydrolase/ metallopeptidase]	[AT1G51760, 1];[AT1G51780, 1]	[AT1G51760, 19200685];[AT1G51780, 19205730]	[AT1G51760, 19201246];[AT1G51780, 19206290]
256179_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51710	UBP6 (UBIQUITIN-SPECIFIC PROTEASE 6); calmodulin binding / ubiquitin-specific protease	1	19175812	19177185
256180_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51810	ATP binding / kinase/ protein binding / protein kinase/ protein serine/threonine kinase	1	19227124	19227895
256181_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51820	leucine-rich repeat protein kinase, putative	1	19237409	19238022
256182_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51740	SYP81 (SYNTAXIN OF PLANTS 81); SNAP receptor/ protein binding	1	19189973	19191051
256183_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51660	ATMKK4 (ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4); MAP kinase kinase/ kinase	1	19155085	19155625
256184_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51650	ATP synthase epsilon chain, mitochondrial	1	19152699	19153633
256185_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51700	ADOF1; DNA binding / transcription factor	1	19174268	19174827
256186_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51680	4CL1 (4-COUMARATE:COA LIGASE 1); 4-coumarate-CoA ligase	1	19159069	19159989
256187_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51690	ATB ALPHA; nucleotide binding / protein phosphatase type 2A regulator	1	19168953	19169951
256188_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30160	unknown protein	1	10607008	10607588
256189_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30140	unknown protein	1	10598875	10599489
256190_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30100	NCED5 (NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 5); 9-cis-epoxycarotenoid dioxygenase	1	10572561	10573133
256191_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30130	unknown protein	1	10588567	10589218
256192_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30110	ATNUDX25 (ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 25); bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)	1	10582703	10583774
256193_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30200	F-box family protein	1	10625750	10626239
256194_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36810	transposable element gene	1	13953094	13953600
256197_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36910	transposable element gene	1	13974752	13975293
256198_at	oligonucleotide	Arabidopsis thaliana	no	AT1G58220	myb family transcription factor	1	21558399	21558976
256199_at	oligonucleotide	Arabidopsis thaliana	no	AT1G58250	SAB (SABRE)	1	21587332	21588166
256200_at	oligonucleotide	Arabidopsis thaliana	no	AT1G58210	EMB1674 (EMBRYO DEFECTIVE 1674)	1	21557509	21558048
256201_at	oligonucleotide	Arabidopsis thaliana	no	AT1G58230	WD-40 repeat family protein / beige-related	1	21578325	21578810
256202_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48150;AT1G50780	[AT1G48150, MADS-box protein (AGL74 )];[AT1G50780, electron carrier/ iron-sulfur cluster binding]	[AT1G48150, 1];[AT1G50780, 1]	[AT1G48150, 17785787];[AT1G50780, 18822508]	[AT1G48150, 17786289];[AT1G50780, 18823001]
256203_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50800	unknown protein	1	18826924	18828212
256204_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50840	POLGAMMA2 (polymerase gamma 2); DNA binding / DNA-directed DNA polymerase	1	18843486	18844307
256205_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50890	binding	1	18862339	18862822
256206_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50910	unknown protein	1	18867104	18868113
256207_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50920	GTP-binding protein-related	1	18872082	18872521
256208_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50930	unknown protein	1	18876900	18877695
256209_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50940	ETFALPHA (electron transfer flavoprotein alpha); FAD binding / electron carrier	1	18878092	18878953
256210_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50950	thioredoxin-related	1	18883101	18883984
256211_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50960	GA2OX7 (GIBBERELLIN 2-OXIDASE 7); gibberellin 2-beta-dioxygenase	1	18889991	18891713
256212_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50970	membrane trafficking VPS53 family protein	1	18899072	18900263
256213_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50990	protein kinase-related	1	18904485	18905117
256214_x_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51000	unknown protein	1	18909945	18910279
256215_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50900	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ankyrin (InterPro:IPR002110); Has 30 Blast hits to 30 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 27; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).	1	18866355	18867001
256216_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56340	CRT1 (CALRETICULIN 1); calcium ion binding / unfolded protein binding	1	21090180	21091403
256217_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56320	unknown protein	1	21085727	21086431
256218_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56270	unknown protein	1	21071153	21071618
256219_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56260	unknown protein	1	21064680	21065566
256220_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56230	unknown protein	1	21046176	21046773
256221_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56300	DNAJ heat shock N-terminal domain-containing protein	1	21079022	21080147
256222_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56210	copper chaperone (CCH)-related	1	21036437	21036978
256223_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56200	emb1303 (embryo defective 1303)	1	21030852	21031839
256224_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56330	ATSAR1B (SECRETION-ASSOCIATED RAS 1 B); GTP binding	1	21086853	21088476
256225_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56220	dormancy/auxin associated family protein	1	21043417	21044451
256226_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56280	ATDI19	1	21073378	21074708
256227_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56290	CwfJ-like family protein	1	21078031	21078581
256228_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56190	phosphoglycerate kinase, putative	1	21029676	21030436
256229_at	oligonucleotide	Arabidopsis thaliana	no	AT1G58200	MSL3 (MscS-LIKE 3); ion channel	1	21548439	21548961
256230_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12340	FK506 binding / peptidyl-prolyl cis-trans isomerase	3	3925739	3927478
256231_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12630	zinc finger (AN1-like) family protein	3	4012791	4013172
256232_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12570	FYD	3	3990293	3990829
256233_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12360	ITN1 (INCREASED TOLERANCE TO NACL); protein binding	3	3936006	3936492
256234_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12370	ribosomal protein L10 family protein	3	3937479	3937920
256235_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12490	cysteine protease inhibitor, putative / cystatin, putative	3	3960533	3961769
256236_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12350	F-box family protein	3	3932398	3933031
256237_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12610	DRT100 (DNA-DAMAGE REPAIR/TOLERATION 100); nucleotide binding / protein binding	3	4006708	4007248
256238_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12400	ELC; ubiquitin binding	3	3944605	3945184
256239_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12470	nucleic acid binding	3	3956156	3956716
256240_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12600	atnudt16 (Arabidopsis thaliana Nudix hydrolase homolog 16); hydrolase	3	4004835	4005940
256241_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12390	nascent polypeptide associated complex alpha chain protein, putative / alpha-NAC, putative	3	3942394	3943595
256242_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12380	ATARP5 (ACTIN-RELATED PROTEIN 5); structural constituent of cytoskeleton	3	3938408	3938848
256243_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12500	ATHCHIB (ARABIDOPSIS THALIANA BASIC CHITINASE); chitinase	3	3962603	3963548
256244_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12520	SULTR4;2; sulfate transmembrane transporter	3	3968025	3968915
256245_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12580	HSP70 (heat shock protein 70); ATP binding	3	3991499	3992050
256246_at	oligonucleotide	Arabidopsis thaliana	no	AT3G66658	ALDH22a1 (Aldehyde Dehydrogenase 22a1); 3-chloroallyl aldehyde dehydrogenase/ oxidoreductase	3	2095375	2096265
256247_at	oligonucleotide	Arabidopsis thaliana	no	AT3G66656	AGL91; transcription factor	3	2091268	2091744
256248_at	oligonucleotide	Arabidopsis thaliana	no	AT3G66652	fip1 motif-containing protein	3	2086672	2087518
256249_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11270	MEE34 (maternal effect embryo arrest 34)	3	3529801	3531308
256250_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11320	organic anion transmembrane transporter	3	3547063	3547672
256251_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11330	leucine-rich repeat family protein	3	3552331	3552911
256252_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11340	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	3557573	3558117
256253_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11250	60S acidic ribosomal protein P0 (RPP0C)	3	3522045	3522742
256254_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11290	unknown protein	3	3535779	3536356
256255_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11280	myb family transcription factor	3	3533479	3534100
256256_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11230	yippee family protein	3	3516825	3518182
256257_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11240	ATE2 (ARGININE-TRNA PROTEIN TRANSFERASE 2); arginyltransferase	3	3518691	3519436
256258_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12480	NF-YC11 (NUCLEAR FACTOR Y, SUBUNIT C11); DNA binding / transcription factor	3	3959519	3960231
256259_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12460	3'-5' exonuclease/ nucleic acid binding	3	3954719	3955208
256260_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12440	extensin family protein	3	3951211	3951691
256261_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12160	RABA4D (RAB GTPASE HOMOLOG A4D); GTP binding	3	3879531	3880346
256262_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12150	unknown protein	3	3876721	3877783
256263_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12290	tetrahydrofolate dehydrogenase/cyclohydrolase, putative	3	3920512	3921321
256264_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12210	sequence-specific DNA binding	3	3894891	3895847
256266_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12320	unknown protein	3	3924252	3925249
256267_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12260	complex 1 family protein / LVR family protein	3	3909318	3910334
256268_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12280	RBR1 (RETINOBLASTOMA-RELATED 1); transcription factor binding	3	3913711	3914626
256269_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12250	TGA6 (TGACG MOTIF-BINDING FACTOR 6); DNA binding / transcription factor	3	3907786	3908555
256270_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12300	unknown protein	3	3921795	3923081
256271_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12140	emsy N terminus domain-containing protein / ENT domain-containing protein	3	3868953	3870276
256272_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12100	cation efflux family protein / metal tolerance protein, putative	3	3854742	3855976
256273_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12090	TET6 (TETRASPANIN6)	3	3852362	3853456
256274_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12080	emb2738 (embryo defective 2738); GTP binding	3	3851220	3851953
256275_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12110	ACT11 (actin-11); structural constituent of cytoskeleton	3	3858951	3859595
256276_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12070	geranylgeranyl transferase type II beta subunit, putative / RAB geranylgeranyltransferase beta subunit, putative	3	3845431	3846338
256277_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12120	FAD2 (FATTY ACID DESATURASE 2); delta12-fatty acid dehydrogenase/ omega-6 fatty acid desaturase	3	3860787	3861170
256278_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12130	KH domain-containing protein / zinc finger (CCCH type) family protein	3	3864495	3865085
256279_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12620	protein phosphatase 2C family protein / PP2C family protein	3	4009511	4010346
256281_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12560	TRFL9 (TRF-LIKE 9); DNA bending/ DNA binding / telomeric DNA binding	3	3982355	3983150
256282_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12550	XH/XS domain-containing protein / XS zinc finger domain-containing protein	3	3980405	3981340
256283_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12540	unknown protein	3	3976323	3977075
256284_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12530	PSF2	3	3972806	3973716
256285_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12510	unknown protein	3	3967218	3967634
256286_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12180	cornichon family protein	3	3883483	3884542
256287_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12190	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; BEST Arabidopsis thaliana protein match is: protein transport protein-related (TAIR:AT5G27220.1); Has 37020 Blast hits to 20334 proteins in 1003 species: Archae - 493; Bacteria - 2404; Metazoa - 19960; Fungi - 1962; Plants - 927; Viruses - 159; Other Eukaryotes - 11115 (source: NCBI BLink).	3	3886427	3886987
256288_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12270	PRMT3 (PROTEIN ARGININE METHYLTRANSFERASE 3); methyltransferase/ zinc ion binding	3	3912463	3913081
256289_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12240;AT3G12230	[AT3G12240, SCPL15 (serine carboxypeptidase-like 15); serine-type carboxypeptidase];[AT3G12230, scpl14 (serine carboxypeptidase-like 14); serine-type carboxypeptidase]	[AT3G12240, 3];[AT3G12230, 3]	[AT3G12240, 3902516];[AT3G12230, 3899511]	[AT3G12240, 3903536];[AT3G12230, 3900535]
256290_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12203	scpl17 (serine carboxypeptidase-like 17); serine-type carboxypeptidase	3	3891387	3892590
256291_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12200	AtNek7 (NIMA-related kinase7); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase	3	3887193	3887713
256292_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69430	unknown protein	1	26098522	26099008
256293_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69440	AGO7 (ARGONAUTE7); nucleic acid binding	1	26101612	26102033
256294_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69450	LOCATED IN: endomembrane system, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: HYP1 (HYPOTHETICAL PROTEIN 1) (TAIR:AT3G01100.1); Has 911 Blast hits to 825 proteins in 137 species: Archae - 0; Bacteria - 0; Metazoa - 152; Fungi - 442; Plants - 243; Viruses - 0; Other Eukaryotes - 74 (source: NCBI BLink).	1	26107125	26107838
256295_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69470	unknown protein	1	26113630	26113980
256296_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69480	EXS family protein / ERD1/XPR1/SYG1 family protein	1	26114213	26114943
